0.505050 0.505050 1.399692
0.515152 0.505050 1.385536
0.525253 0.505050 1.370218
0.535354 0.505050 1.353823
0.545455 0.505050 1.336381
0.555556 0.505050 1.318053
0.565657 0.505050 1.298705
0.575758 0.505050 1.278456
0.585859 0.505050 1.257229
0.595960 0.505050 1.235158
0.606061 0.505050 1.212118
0.616162 0.505050 1.188171
0.626263 0.505050 1.163304
0.636364 0.505050 1.137593
0.646465 0.505050 1.111020
0.656566 0.505050 1.083586
0.666667 0.505050 1.055390
0.676768 0.505050 1.026377
0.686869 0.505050 0.996681
0.696970 0.505050 0.966563
0.707071 0.505050 0.935905
0.717172 0.505050 0.904923
0.727273 0.505050 0.873530
0.737374 0.505050 0.841737
0.747475 0.505050 0.809574
0.757576 0.505050 0.777233
0.767677 0.505050 0.744705
0.777778 0.505050 0.712047
0.787879 0.505050 0.679308
0.797980 0.505050 0.646377
0.808081 0.505050 0.613471
0.818182 0.505050 0.580589
0.828283 0.505050 0.547723
0.838384 0.505050 0.514904
0.848485 0.505050 0.482164
0.858586 0.505050 0.449535
0.868687 0.505050 0.416999
0.878788 0.505050 0.384473
0.888889 0.505050 0.352076
0.898990 0.505050 0.319694
0.909091 0.505050 0.287392
0.919192 0.505050 0.255192
0.929293 0.505050 0.223083
0.939394 0.505050 0.191071
0.949495 0.505050 0.159123
0.959596 0.505050 0.127300
0.969697 0.505050 0.095532
0.979798 0.505050 0.063679
0.989899 0.505050 0.031909
1.000000 0.505050 0.000000
0.505050 0.515152 1.416878
0.515152 0.515152 1.403060
0.525253 0.515152 1.388088
0.535354 0.515152 1.372035
0.545455 0.515152 1.355054
0.555556 0.515152 1.337082
0.565657 0.515152 1.318127
0.575758 0.515152 1.298142
0.585859 0.515152 1.277229
0.595960 0.515152 1.255321
0.606061 0.515152 1.232444
0.616162 0.515152 1.208548
0.626263 0.515152 1.183707
0.636364 0.515152 1.157899
0.646465 0.515152 1.131123
0.656566 0.515152 1.103449
0.666667 0.515152 1.074875
0.676768 0.515152 1.045467
0.686869 0.515152 1.015405
0.696970 0.515152 0.984680
0.707071 0.515152 0.953474
0.717172 0.515152 0.921777
0.727273 0.515152 0.889709
0.737374 0.515152 0.857196
0.747475 0.515152 0.824347
0.757576 0.515152 0.791217
0.767677 0.515152 0.757971
0.777778 0.515152 0.724599
0.787879 0.515152 0.691055
0.797980 0.515152 0.657449
0.808081 0.515152 0.623844
0.818182 0.515152 0.590302
0.828283 0.515152 0.556765
0.838384 0.515152 0.523276
0.848485 0.515152 0.489922
0.858586 0.515152 0.456675
0.868687 0.515152 0.423499
0.878788 0.515152 0.390429
0.888889 0.515152 0.357435
0.898990 0.515152 0.324591
0.909091 0.515152 0.291730
0.919192 0.515152 0.258999
0.929293 0.515152 0.226409
0.939394 0.515152 0.193885
0.949495 0.515152 0.161434
0.959596 0.515152 0.129080
0.969697 0.515152 0.096761
0.979798 0.515152 0.064487
0.989899 0.515152 0.032248
1.000000 0.515152 0.000000
0.505050 0.525253 1.435227
0.515152 0.525253 1.421675
0.525253 0.525253 1.407041
0.535354 0.525253 1.391355
0.545455 0.525253 1.374719
0.555556 0.525253 1.357150
0.565657 0.525253 1.338579
0.575758 0.525253 1.318907
0.585859 0.525253 1.298224
0.595960 0.525253 1.276538
0.606061 0.525253 1.253790
0.616162 0.525253 1.229962
0.626263 0.525253 1.205075
0.636364 0.525253 1.179134
0.646465 0.525253 1.152125
0.656566 0.525253 1.124155
0.666667 0.525253 1.095192
0.676768 0.525253 1.065432
0.686869 0.525253 1.034792
0.696970 0.525253 1.003483
0.707071 0.525253 0.971535
0.717172 0.525253 0.939165
0.727273 0.525253 0.906335
0.737374 0.525253 0.873045
0.747475 0.525253 0.839400
